"totalquantityonhand","custitem_ns_sc_ext_ts_override","custitem_packship_itm_pack_height","prodqtyvarianceacct","purchaseunit","custitem_fc_mastercase","cseg_funding_source","custitem_ns_sc_ext_id_low_stock_msg","custitem_code_of_supply","costestimate","countryofmanufacture","isspecialorderitem","receiptquantitydiff","cseg_project","dropshipexpenseaccount","stockunit","custitem_fc_product_subcategory_scr","purchasepricevarianceacct","custitem_ns_sc_ext_id_hide_invt_msg","isfulfillable","dontshowprice","generateaccruals","storedisplayname","expenseamortizationrule","custitem_ns_sc_ext_ts_exclude","class","itemid","custitem_fc_legacyhtmid","lastpurchaseprice","nextagcategory","custitem_fefo_commit_grp_code","seasonaldemand","costestimatetype","weight","handlingcost","deferralaccount","custitem_itr_supplementary_unit_abbrev","custitem_packship_itm_pack_width","displayname","purchaseorderquantitydiff","vendreturnvarianceaccount","enforceminqtyinternally","custitem_ns_ib_show_badges","parent","custitem_fc_bin_staticfield","custitem_ef_badges","custitem_fc_qtypershippinglabel","createddate","froogleproductfeed","maxdonationamount","custitem_ns_pr_item_attributes","custitem_un_number","custitem_fefo_expiry_date_required","isonline","custitem_as_sulphur_dioxide","custitem_ns_sc_ext_ts_90_amount","unbuildvarianceaccount","custitem_fc_product_category_scr","custitem_as_soybeans","custitem_as_eggs","tracklandedcost","excludefromsitemap","wipvarianceacct","storedisplayimage","effectivebomcontrol","pricinggroup","custitem_fc_markfordeletion","custitem4","custitem6","custitem5","custitem_ns_sc_ext_ts_30_quantity","outofstockmessage","isdropshipitem","pagetitle","location","vendorname","residual","searchkeywords","purchaseorderamount","minimumquantity","receiptquantity","custitem_ns_sc_ext_ts_90_quantity","custitem_as_fish","scrapacct","custitem_as_mustard","transferprice","storedetaileddescription","custitem_ns_sc_ext_id_hide_qty_avl","usecomponentyield","custitem_commodity_code","custitem_ns_sc_ext_id_stock_message","yahooproductfeed","upccode","islotitem","custitem_fc_zen_itemiscatchweight","sitemappriority","itemtype","custitem_fc_innerpackage","shopzillaproductfeed","fullname","custitem_fc_zen_salerateperpricingunit","custitem_ns_sc_ext_id_bo_msg","custitem_fc_brand","usemarginalrates","custitemfc_usedefaultbrandscimages","shippingcost","custitem_fc_zen_sft_comm_qty","custitem_aln_6_current_counter","amortizationtemplate","custitem_ns_sc_ext_ts_30_amount","shoppingproductfeed","custitem_ns_sc_ext_id_low_stock_thresh","externalid","custitem_ns_pr_count","maximumquantity","custitem_as_peanuts","custitem_ns_sc_ext_ts_365_amount","amortizationperiod","custitem_fc_product_subsubcategory_scr","matrixoptioncustitem5","copydescription","custitem_ns_sc_ext_id_qty_avl_msg","weightunits","custitem_as_milk","averagecost","custitem_soft_comit","isdonationitem","featureddescription","nextagproductfeed","shipindividually","outofstockbehavior","createexpenseplanson","custitem_ns_ib_badges","storedisplaythumbnail","urlcomponent","saleunit","expenseaccount","custitem_fc_stateoforigin","shopzillacategoryid","weightunit","description","custitem_packship_itm_pack_length","custitem_fc_zen_baseunitweight","custitem_ns_sc_ext_ts_365_quantity","intercoexpenseaccount","subtype","purchaseorderquantity","billqtyvarianceacct","id","custitem_fc_targetmarket","custreturnvarianceaccount","showdefaultdonationamount","custitem_nature_of_transaction_codes","custitem_packship_item_packinstruction","mpn","custitem_ns_sc_ext_ts_7_quantity","custitem_fc_productattributes","storedescription","custitem_fc_zone_static","custitem_type_of_goods","quantitypricingschedule","fxcost","custitem_atlas_approved","billexchratevarianceacct","custitem_aln_1_auto_numbered","custitem_ns_pr_rating","supplyreplenishmentmethod","manufacturer","custitem_fc_zen_pack_count","custitem_fc_storagetemp","custitem_ns_pr_attributes_rating","demandmodifier","overallquantitypricingtype","stockdescription","custitem_prompt_payment_discount_item","custitem_as_molluscs","custitem_ns_sc_ext_id_hide_low_qty_msg","custitem_fc_zen_weight_unit","printitems","gainlossaccount","custitem_fc_zen_pricingunittype","preferredlocation","custitem_fc_product_stub","custitem_ns_pr_rating_by_rate","billpricevarianceacct","wipacct","matchbilltoreceipt","custitem_aln_3_initial_sequence","shippackage","prodpricevarianceacct","custitem_as_crustacean","incomeaccount","atpmethod","custitem_fc_ingredients","custitem_itr_supplementary_unit","custitem_fc_zen_jit_producers","custitem_fefo_shelf_life_grp","assetaccount","custitem_fc_sc_imageprefix","unitstype","cost","costingmethod","lastmodifieddate","custitem_as_tree_nuts","includechildren","custitem_fc_vtlocalpurchasingincentive","subsidiary","custitem_as_celery","receiptamount","custitem_as_wheat","custitem_cust_uom","relateditemsdescription","metataghtml","shoppingdotcomcategory","isinactive","custitem_ns_sc_ext_ts_7_amount","purchasedescription","intercoincomeaccount","costingmethoddisplay","custitem_as_lupin","custitem_aln_2_number_format","nopricemessage","totalvalue","custitem_as_sesame","department"
"","F","","","2","Case of 10 x 1# retail packs, frozen","","","","","","F","","","","2","53","","F","T","F","T","Red's Best / Pollock Fillets / Case of 10 x 1# retail packs, frozen","","F","144","RED012","29220","","","","F","AVGCOST","10","","","","","Red's Best / Pollock Fillets / Case of 10 x 1# retail packs, frozen","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","12","F","F","T","F","","","","","F","","RED012 Red's Best / Pollock Fillets / Case of 10 x 1# retail packs, frozen","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","1# retail pack, frozen","F","RED012","","","25","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Reds-Best-Pollock-Fillets-Case-of-10-x-1-retail-packs-frozen","2","213","2","","1","Red's Best / Pollock Fillets / Case of 10 x 1# retail packs, frozen","","","","","","","","779","1","","F","","","","","","","10","","","79.5","F","","F","","REORDER_POINT","Red's Best","10","4","","","","","","F","F","","F","420","","1","Pollock Fillets","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","79.5","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Pollock Fillets / Case of 10 x 1# retail packs, frozen","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 4oz wheels","","","","","","F","","","","2","11","","F","T","F","T","Champlain Valley Creamery / Organic Champlain Truffle Triple, case of 6 x 4 oz / Case, 6 x 4oz wheels","","F","246","CVC005","34732","","","","F","AVGCOST","1.5","","","","","Champlain Valley Creamery / Organic Champlain Truffle Triple, case of 6 x 4 oz / Case, 6 x 4oz wheels","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC005 Champlain Valley Creamery / Organic Champlain Truffle Triple, case of 6 x 4 oz / Case, 6 x 4oz wheels","","","","F","","","","","","","","","","F","","F","","A beautiful soft ripened triple creme with a bloomy white rind, flavored with Italian black summer truffles. Produced from cultured whole milk and cream, Champlain Triple is hand ladled into traditional crottin molds and aged approximately 10 days. It has a rich, creamy interior flavor that is offset by a delicious earthy rind with hints of mushroom.","F","","","","F","","T","F","","InvtPart","4oz wheel","F","CVC005","","","78","F","T","","","","","","F","","","","","F","","","10","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Champlain-Truffle-Triple-Case-6-x-4oz-wheels","2","213","6","","1","Champlain Valley Creamery / Organic Champlain Truffle Triple, case of 6 x 4 oz / Case, 6 x 4oz wheels","","","","","","","","244","1","","F","","","","","","","","","","24.6","F","","F","","REORDER_POINT","Champlain Valley Creamery","6","3","","","","","","F","F","","F","420","","1","Organic Champlain Truffle Triple, case of 6 x 4 oz","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","24.6","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Champlain Truffle Triple / Case, 6 x 4oz wheels","","Average","F","","","","F",""
"","F","","","2","Bulk, 1# bag","","","","","","F","","","","2","51","","F","T","F","T","Kitchen Garden Farm / Rosemary, Dried, OG / Bulk, 1# bag","","F","189","KGF055","40374","","","","F","AVGCOST","0","","","","","Kitchen Garden Farm / Rosemary, Dried, OG / Bulk, 1# bag","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","11","F","F","F","F","","","","","F","","KGF055 Kitchen Garden Farm / Rosemary, Dried, OG / Bulk, 1# bag","","","","F","","","","","","","","","","F","","F","",".","F","","","","F","","T","F","","InvtPart","1# bag","F","KGF055","","","85","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Kitchen-Garden-Farm-Rosemary-Dried-OG-Bulk-1-bag","2","213","2","","1","Kitchen Garden Farm / Rosemary, Dried, OG / Bulk, 1# bag","","","","","","","","2151","2","","F","","","","","2","","","","","9999","F","","F","","REORDER_POINT","Kitchen Garden Farm","1","1","","","","","","F","F","","F","420","","1","Rosemary, Dried, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD",".","","65","","1032","","2","9999","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Kitchen Garden Farm / Rosemary, Dried, OG / Bulk, 1# bag","","Average","F","","","","F",""
"","F","","","2","Bulk, 8oz bag","","","","","","F","","","","2","51","","F","T","F","T","Kitchen Garden Farm / Sichuan Peppers, Dried Whole, OG / Bulk, 8oz bag","","F","189","KGF057","37278","","","","F","AVGCOST","0","","","","","Kitchen Garden Farm / Sichuan Peppers, Dried Whole, OG / Bulk, 8oz bag","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","11","F","F","F","F","","","","","F","","KGF057 Kitchen Garden Farm / Sichuan Peppers, Dried Whole, OG / Bulk, 8oz bag","","","","F","","","","","","","","","","F","","F","",".","F","","","","F","","T","F","","InvtPart","8oz bag","F","KGF057","","","85","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Kitchen-Garden-Farm-Sichuan-Peppers-Dried-Whole-OG-Bulk-8oz-bag","2","213","2","","1","Kitchen Garden Farm / Sichuan Peppers, Dried Whole, OG / Bulk, 8oz bag","","","","","","","","2153","2","","F","","","","","2","","","","","9999","F","","F","","REORDER_POINT","Kitchen Garden Farm","1","1","","","","","","F","F","","F","420","","1","Sichuan Peppers, Dried Whole, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD",".","","65","","1032","","2","9999","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Kitchen Garden Farm / Sichuan Peppers, Dried Whole, OG / Bulk, 8oz bag","","Average","F","","","","F",""
"","F","","","1","8oz tub","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Cream Cheese, 8 oz tub / 8oz tub","","F","225","CVC009","30436","","","","F","AVGCOST","0.5","","","","","Champlain Valley Creamery / Organic Cream Cheese, 8 oz tub / 8oz tub","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC009 Champlain Valley Creamery / Organic Cream Cheese, 8 oz tub / 8oz tub","","","","F","","","","","","","","","","F","","F","","Made without stabilizers or preservatives from cultured fresh organic cow's milk and cream. This is real cream cheese, not whipped industrial cheese loaded with vegetable gums. It has a perfect balance of creaminess and tanginess that is unlike any other cream cheese.","F","","","","F","","T","F","","InvtPart","8oz tub","F","CVC009","","","78","F","T","","","","","","F","","","","","F","","","2","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Cream-Cheese-8oz-tub","1","213","6","","1","Champlain Valley Creamery / Organic Cream Cheese, 8 oz tub / 8oz tub","","","","","","","","248","1","","F","","","","","","","","","","3","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","","1","Organic Cream Cheese, 8 oz tub","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","3","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Cream Cheese / 8oz tub","","Average","F","","","","F",""
"","F","","","1","4# wheel","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Original, 4 lb wheel / 4# wheel","","F","242","CVC011","30431","","","","F","AVGCOST","4","","","","","Champlain Valley Creamery / Organic Queso Fresco, Original, 4 lb wheel / 4# wheel","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC011 Champlain Valley Creamery / Organic Queso Fresco, Original, 4 lb wheel / 4# wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","4# wheel","F","CVC011","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-4-wheel","1","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Original, 4 lb wheel / 4# wheel","","4","","","","","","250","2","","F","","","","","","","","","","26","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Original, 4 lb wheel","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","26","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / 4# wheel","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 8oz wheel","","","","","","F","","","","2","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Original, case of 6 x 8 oz / Case, 6 x 8oz wheel","","F","242","CVC013","31208","","","","F","AVGCOST","3","","","","","Champlain Valley Creamery / Organic Queso Fresco, Original, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC013 Champlain Valley Creamery / Organic Queso Fresco, Original, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","8oz wheel","F","CVC013","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-Case-6-x-8oz-wedge","2","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Original, case of 6 x 8 oz / Case, 6 x 8oz wheel","","3","","","","","","252","1","","F","","","","","","","","","","19.5","F","","F","","REORDER_POINT","Champlain Valley Creamery","6","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Original, case of 6 x 8 oz","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","19.5","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / Case, 6 x 8oz wedge","","Average","F","","","","F",""
"","F","","","1","8oz wheel","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 8 oz wheel, cryo retail / 8oz wheel","","F","242","CVC015","39736","","","","F","AVGCOST","0.5","","","","","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 8 oz wheel, cryo retail / 8oz wheel","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC015 Champlain Valley Creamery / Organic Queso Fresco, Pepper, 8 oz wheel, cryo retail / 8oz wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","8oz wedge","F","CVC015","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-8oz-wedge","1","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 8 oz wheel, cryo retail / 8oz wheel","","0.5","","","","","","254","1","","F","","","","","","","","","","3.65","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Pepper, 8 oz wedge, cryo retail","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","3.65","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / 8oz wedge","","Average","F","","","","F",""
"","F","","","1","4# wheel","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 4 lb wheel / 4# wheel","","F","242","CVC017","30435","","","","F","AVGCOST","4","","","","","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 4 lb wheel / 4# wheel","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC017 Champlain Valley Creamery / Organic Queso Fresco, Smoked, 4 lb wheel / 4# wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","4# wheel","F","CVC017","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-4-wheel_3","1","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 4 lb wheel / 4# wheel","","4","","","","","","256","2","","F","","","","","","","","","","29.2","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Smoked, 4 lb wheel","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","29.2","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / 4# wheel","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 8oz wheel","","","","","","F","","","","2","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Smoked, case of 6 x 8 oz / Case, 6 x 8oz wheel","","F","242","CVC019","31210","","","","F","AVGCOST","3","","","","","Champlain Valley Creamery / Organic Queso Fresco, Smoked, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC019 Champlain Valley Creamery / Organic Queso Fresco, Smoked, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","8oz wedge","F","CVC019","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-Case-6-x-8oz-wedge_3","2","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Smoked, case of 6 x 8 oz / Case, 6 x 8oz wheel","","3","","","","","","258","1","","F","","","","","","","","","","21.9","F","","F","","REORDER_POINT","Champlain Valley Creamery","6","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Smoked, case of 6 x 8 oz","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","21.9","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / Case, 6 x 8oz wedge","","Average","F","","","","F",""
"","F","","","2","Case, 6 x ~8oz pyramid","","","","","","F","","","","2","11","","F","T","F","T","Champlain Valley Creamery / Pyramid Scheme / Case, 6 x 8oz pyramid","","F","246","CVC021","31211","","","","F","AVGCOST","3","","","","","Champlain Valley Creamery / Pyramid Scheme / Case, 6 x 8oz pyramid","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","9999","CVC021 Champlain Valley Creamery / Pyramid Scheme / Case, 6 x 8oz pyramid","","","","F","","","","","","","","","","F","","F","","A pyramid shaped triple cream with a layer of vegetable ash between the paste and rind. Both the shape and ash layer change the ripening of this cheese so you get even more of the creamy, grassy flavors of the milk. And the layering of white mold, black ash and yellow paste is just aesthetically cool!","F","","","","F","","T","T","","InvtPart","~8oz pyramid","F","CVC021","17.5","","78","F","T","","","","","","F","","","","","F","","","10","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Pyramid-Scheme-Case-6-x-8oz-pyramid","2","213","6","","1","Champlain Valley Creamery / Pyramid Scheme / Case, 6 x 8oz pyramid","","3","","","","","","260","1","","F","","","","","","","","","","37.5","F","","F","","REORDER_POINT","Champlain Valley Creamery","6","3","","","","","","F","F","","F","420","Pound","1","Pyramid Scheme","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","37.5","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Pyramid Scheme / Case, 6 x 8oz pyramid","","Average","F","","","","F",""
"","F","","","2","Bulk Case, 8 x ~5# cryo","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Breast, Bone-In / Bulk Case, 8 x ~5# cryo","","F","129","CWP002","40199","","","","F","AVGCOST","40","","","","","Common Wealth Poultry / Chicken, Breast, Bone-In / Bulk Case, 8 x ~5# cryo","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP002 Common Wealth Poultry / Chicken, Breast, Bone-In / Bulk Case, 8 x ~5# cryo","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~5# pack, cryo","F","CWP002","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Breast-Bone-In-Bulk-Case-8-x-5-cryo","2","213","1","","1","Common Wealth Poultry / Chicken, Breast, Bone-In / Bulk Case, 8 x ~5# cryo","","40","","","","","","262","2","","F","","","","","","","","","","182","F","","F","","REORDER_POINT","Common Wealth Poultry","8","4","","","","","","F","F","","F","420","Pound","1","Chicken, Breast, Bone-In","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","182","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Breast, Bone-In / Bulk Case, 8 x ~5# cryo","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 2.5oz bags","","","","","","F","","","","2","48","","F","T","F","T","Sugar Bob's Finest Kind / Sriracha Peanuts / Case, 12 x 2.5oz bags","","F","165","SBF019","37237","","","","F","AVGCOST","","","","","","Sugar Bob's Finest Kind / Sriracha Peanuts / Case, 12 x 2.5oz bags","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","13","F","F","T","F","","","","","F","","SBF019 Sugar Bob's Finest Kind / Sriracha Peanuts / Case, 12 x 2.5oz bags","","","","F","","","","","","","","","","F","","F","","To make our Maple Sriracha Peanuts, we coat peanuts with Vermont Maple Sriracha, maple sugar, and our dry spice mix. We then slow-roast them to perfection by hand.","F","","","","F","","T","F","","InvtPart","2.5oz bag","F","SBF019","","","48","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sugar-Bobs-Finest-Kind-Sriracha-Peanuts-Case-12-x-2.5oz-bags","2","213","6","","","Sugar Bob's Finest Kind / Sriracha Peanuts / Case, 12 x 2.5oz bags","","","","","","","","805","1","","F","","","","","","","5","","","36","F","","F","","REORDER_POINT","Sugar Bob's Finest Kind","12","1","","","","","","F","F","","F","420","","1","Sriracha Peanuts","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Peanuts, Vermont Maple Sriracha (Fresno Peppers, Apple Cider Vinegar, Vermont Pure Maple Syrup, Garlic, Kosher Salt), Vermont Maple Sriracha Dry Spice Mix (Fresno Peppers, Apple Cider Vinegar, Vermont Pure Maple Syrup, Garlic, Kosher Salt), Vermont Pure Maple Sugar, Kosher Salt, Granulated Garlic","","","","1032","","2","36","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Sriracha Peanuts / Case, 12 x 2.5oz bags","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 12ct display box","","","","","","F","","","","2","11","","F","T","F","T","Smith's Country Cheese / Cheddar Cheese Sticks, Chili Pepper / Case, 6 x 12ct display box","","F","223","SCC001","36586","","","","F","AVGCOST","7","","","","","Smith's Country Cheese / Cheddar Cheese Sticks, Chili Pepper / Case, 6 x 12ct display box","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","SCC001 Smith's Country Cheese / Cheddar Cheese Sticks, Chili Pepper / Case, 6 x 12ct display box","","","","F","","","","","","","","","","F","","F","","Our farmstead cheese sticks are packed with fun, flavor, and nutrition for the whole family! We made these cheese sticks because we were sick of buying our kids the fake, less nutritious sticks at the grocery store. Our sticks are made with our farm's raw milk because we believe in its amazing health benefits.","F","","","","F","","T","F","","InvtPart","12ct box","F","SCC001","","","75","F","T","","","","","","F","","","","","F","","","1","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Smiths-Country-Cheese-Cheddar-Cheese-Sticks-CHILI-PEPPER-Case-Case-6-x-12ct-display-box","2","213","2","","1","Smith's Country Cheese / Cheddar Cheese Sticks, Chili Pepper / Case, 6 x 12ct display box","","","","","","","","807","1","","F","","","","","","","12","","","75","F","","F","","REORDER_POINT","Smith's Country Cheese","6","3","","","","","","F","F","","F","420","","1","Cheddar Cheese Sticks, Chili Pepper","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","75","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Cheddar Cheese Sticks, Chili Pepper / Case, 6 x 12ct display box","","Average","F","","","","F",""
